Nacionalidad;Sexo;Año;Total
Alemania;Hombres;2004;58.934
Alemania;Hombres;2003;65.175
Alemania;Hombres;2002;56.593
Alemania;Hombres;2001;49.007
Alemania;Hombres;2000;43.481
Alemania;Hombres;1999;36.764
Alemania;Hombres;1998;29.251
Alemania;Mujeres;2022;60.382
Alemania;Mujeres;2021;56.916
Alemania;Mujeres;2020;58.128
Alemania;Mujeres;2019;58.033
Alemania;Mujeres;2018;57.680
Alemania;Mujeres;2017;57.822
Alemania;Mujeres;2016;61.618
Alemania;Mujeres;2015;67.028
Alemania;Mujeres;2014;71.508
Alemania;Mujeres;2013;91.646
Alemania;Mujeres;2012;98.668
Alemania;Mujeres;2011;97.921
Alemania;Mujeres;2010;97.614
Alemania;Mujeres;2009;94.932
Alemania;Mujeres;2008;89.641
Alemania;Mujeres;2007;81.176
Alemania;Mujeres;2006;74.236
Alemania;Mujeres;2005;66.113
Alemania;Mujeres;2004;58.316
Alemania;Mujeres;2003;65.057
Alemania;Mujeres;2002;57.216
Alemania;Mujeres;2001;50.210
Alemania;Mujeres;2000;45.170
Alemania;Mujeres;1999;38.854
Alemania;Mujeres;1998;31.244
Austria;Ambos sexos;2022;7.574
Austria;Ambos sexos;2021;7.191
Austria;Ambos sexos;2020;7.368
Austria;Ambos sexos;2019;7.183
Austria;Ambos sexos;2018;7.133
Austria;Ambos sexos;2017;7.115
Austria;Ambos sexos;2016;7.562
Austria;Ambos sexos;2015;8.317
Austria;Ambos sexos;2014;8.863
Austria;Ambos sexos;2013;10.501
Austria;Ambos sexos;2012;11.120
Austria;Ambos sexos;2011;11.001
Austria;Ambos sexos;2010;10.932
Austria;Ambos sexos;2009;10.526
Austria;Ambos sexos;2008;9.742
Austria;Ambos sexos;2007;8.651
Austria;Ambos sexos;2006;7.776
Austria;Ambos sexos;2005;6.769
Austria;Ambos sexos;2004;5.883
Austria;Ambos sexos;2003;6.466
Austria;Ambos sexos;2002;5.562
Austria;Ambos sexos;2001;4.774
Austria;Ambos sexos;2000;4.088
Austria;Ambos sexos;1999;3.388
Austria;Ambos sexos;1998;2.735
Austria;Hombres;2022;3.543
Austria;Hombres;2021;3.340
Austria;Hombres;2020;3.418
Austria;Hombres;2019;3.387
Austria;Hombres;2018;3.386
Austria;Hombres;2017;3.384
Austria;Hombres;2016;3.582
Austria;Hombres;2015;3.926
Austria;Hombres;2014;4.171
Austria;Hombres;2013;5.038
Austria;Hombres;2012;5.392
Austria;Hombres;2011;5.363
Austria;Hombres;2010;5.343
Austria;Hombres;2009;5.177
Austria;Hombres;2008;4.873
Austria;Hombres;2007;4.339
Austria;Hombres;2006;3.918
Austria;Hombres;2005;3.400
Austria;Hombres;2004;2.966
Austria;Hombres;2003;3.259
Austria;Hombres;2002;2.802
Austria;Hombres;2001;2.367
Austria;Hombres;2000;2.006
Austria;Hombres;1999;1.655
Austria;Hombres;1998;1.344
Austria;Mujeres;2022;4.031
Austria;Mujeres;2021;3.851
Austria;Mujeres;2020;3.950
Austria;Mujeres;2019;3.796
Austria;Mujeres;2018;3.747
Austria;Mujeres;2017;3.731
Austria;Mujeres;2016;3.980
Austria;Mujeres;2015;4.391
Austria;Mujeres;2014;4.692
Austria;Mujeres;2013;5.463
Austria;Mujeres;2012;5.728
Austria;Mujeres;2011;5.638
Austria;Mujeres;2010;5.589
Austria;Mujeres;2009;5.349
Austria;Mujeres;2008;4.869
Austria;Mujeres;2007;4.312
Austria;Mujeres;2006;3.858
Austria;Mujeres;2005;3.369
Austria;Mujeres;2004;2.917
Austria;Mujeres;2003;3.207
Austria;Mujeres;2002;2.759
Austria;Mujeres;2001;2.407
Austria;Mujeres;2000;2.082
Austria;Mujeres;1999;1.733
Austria;Mujeres;1998;1.391
Bélgica;Ambos sexos;2022;37.296
Bélgica;Ambos sexos;2021;34.669
Bélgica;Ambos sexos;2020;34.352
Bélgica;Ambos sexos;2019;32.893
Bélgica;Ambos sexos;2018;31.068
Bélgica;Ambos sexos;2017;29.406
Bélgica;Ambos sexos;2016;29.205
Bélgica;Ambos sexos;2015;29.713
Bélgica;Ambos sexos;2014;30.284
Bélgica;Ambos sexos;2013;35.987
Bélgica;Ambos sexos;2012;36.548
Bélgica;Ambos sexos;2011;35.892
Bélgica;Ambos sexos;2010;36.123
Bélgica;Ambos sexos;2009;35.379
Bélgica;Ambos sexos;2008;33.906
Bélgica;Ambos sexos;2007;31.412
Bélgica;Ambos sexos;2006;29.526
Bélgica;Ambos sexos;2005;26.670
Bélgica;Ambos sexos;2004;23.725
Bélgica;Ambos sexos;2003;25.908
Bélgica;Ambos sexos;2002;22.944
Bélgica;Ambos sexos;2001;19.869
Bélgica;Ambos sexos;2000;18.271
Bélgica;Ambos sexos;1999;15.796
Bélgica;Ambos sexos;1998;12.999
Bélgica;Hombres;2022;19.179
Bélgica;Hombres;2021;17.904
Bélgica;Hombres;2020;17.758
Bélgica;Hombres;2019;16.996
Bélgica;Hombres;2018;16.033
Bélgica;Hombres;2017;15.124
Bélgica;Hombres;2016;15.108
Bélgica;Hombres;2015;15.190
Bélgica;Hombres;2014;15.481
Bélgica;Hombres;2013;18.374
Bélgica;Hombres;2012;18.674
Bélgica;Hombres;2011;18.325
Bélgica;Hombres;2010;18.464
Bélgica;Hombres;2009;18.067
Bélgica;Hombres;2008;17.335
Bélgica;Hombres;2007;15.963
Bélgica;Hombres;2006;14.899
Bélgica;Hombres;2005;13.348
Bélgica;Hombres;2004;11.797
Bélgica;Hombres;2003;12.750
Bélgica;Hombres;2002;11.224
Bélgica;Hombres;2001;9.598
Bélgica;Hombres;2000;8.763
Bélgica;Hombres;1999;7.419
Bélgica;Hombres;1998;6.031
Bélgica;Mujeres;2022;18.117
Bélgica;Mujeres;2021;16.765
Bélgica;Mujeres;2020;16.594
Bélgica;Mujeres;2019;15.897
Bélgica;Mujeres;2018;15.035
Bélgica;Mujeres;2017;14.282
Bélgica;Mujeres;2016;14.097
Bélgica;Mujeres;2015;14.523
Bélgica;Mujeres;2014;14.803
Bélgica;Mujeres;2013;17.613
Bélgica;Mujeres;2012;17.874
Bélgica;Mujeres;2011;17.567
Bélgica;Mujeres;2010;17.659
Bélgica;Mujeres;2009;17.312
Bélgica;Mujeres;2008;16.571
Bélgica;Mujeres;2007;15.449
Bélgica;Mujeres;2006;14.627
Bélgica;Mujeres;2005;13.322
Bélgica;Mujeres;2004;11.928
Bélgica;Mujeres;2003;13.158
Bélgica;Mujeres;2002;11.719
Bélgica;Mujeres;2001;10.271
Bélgica;Mujeres;2000;9.509
Bélgica;Mujeres;1999;8.377
Bélgica;Mujeres;1998;6.967
Bulgaria;Ambos sexos;2022;114.522
Bulgaria;Ambos sexos;2021;118.120
Bulgaria;Ambos sexos;2020;122.375
Bulgaria;Ambos sexos;2019;122.813
Bulgaria;Ambos sexos;2018;124.404
Bulgaria;Ambos sexos;2017;127.669
Bulgaria;Ambos sexos;2016;133.951
Bulgaria;Ambos sexos;2015;142.328
Bulgaria;Ambos sexos;2014;151.579
Bulgaria;Ambos sexos;2013;168.997
Bulgaria;Ambos sexos;2012;176.411
Bulgaria;Ambos sexos;2011;172.926
Bulgaria;Ambos sexos;2010;169.552
Bulgaria;Ambos sexos;2009;164.717
Bulgaria;Ambos sexos;2008;153.973
Bulgaria;Ambos sexos;2007;122.057
Bulgaria;Ambos sexos;2006;101.617
Bulgaria;Ambos sexos;2005;93.037
Bulgaria;Ambos sexos;2004;69.854
Bulgaria;Ambos sexos;2003;52.838
Bulgaria;Ambos sexos;2002;29.741
Bulgaria;Ambos sexos;2001;12.035
Bulgaria;Ambos sexos;2000;3.031
Bulgaria;Ambos sexos;1999;1.831
Bulgaria;Ambos sexos;1998;1.453
Bulgaria;Hombres;2022;56.296
Bulgaria;Hombres;2021;58.161
Bulgaria;Hombres;2020;60.324
Bulgaria;Hombres;2019;60.521
Bulgaria;Hombres;2018;61.501
Bulgaria;Hombres;2017;63.459
Bulgaria;Hombres;2016;67.124
Bulgaria;Hombres;2015;72.150
Bulgaria;Hombres;2014;77.880
Bulgaria;Hombres;2013;88.474
Bulgaria;Hombres;2012;93.399
Bulgaria;Hombres;2011;92.305
Bulgaria;Hombres;2010;91.211
Bulgaria;Hombres;2009;89.251
Bulgaria;Hombres;2008;84.187
Bulgaria;Hombres;2007;66.282
Bulgaria;Hombres;2006;55.767
Bulgaria;Hombres;2005;52.025
Bulgaria;Hombres;2004;39.390
Bulgaria;Hombres;2003;30.418
Bulgaria;Hombres;2002;17.495
Bulgaria;Hombres;2001;7.221
Bulgaria;Hombres;2000;1.582
Bulgaria;Hombres;1999;969
Bulgaria;Hombres;1998;757
Bulgaria;Mujeres;2022;58.226
Bulgaria;Mujeres;2021;59.959
Bulgaria;Mujeres;2020;62.051
Bulgaria;Mujeres;2019;62.292
Bulgaria;Mujeres;2018;62.903
Bulgaria;Mujeres;2017;64.210
Bulgaria;Mujeres;2016;66.827
Bulgaria;Mujeres;2015;70.178
Bulgaria;Mujeres;2014;73.699
Bulgaria;Mujeres;2013;80.523
Bulgaria;Mujeres;2012;83.012
Bulgaria;Mujeres;2011;80.621
Bulgaria;Mujeres;2010;78.341
Bulgaria;Mujeres;2009;75.466
Bulgaria;Mujeres;2008;69.786
Bulgaria;Mujeres;2007;55.775
Bulgaria;Mujeres;2006;45.850
Bulgaria;Mujeres;2005;41.012
Bulgaria;Mujeres;2004;30.464
Bulgaria;Mujeres;2003;22.420
Bulgaria;Mujeres;2002;12.245
Bulgaria;Mujeres;2001;4.814
Bulgaria;Mujeres;2000;1.448
Bulgaria;Mujeres;1999;863
Bulgaria;Mujeres;1998;696
Chipre;Ambos sexos;2022;549
Chipre;Ambos sexos;2021;480
Chipre;Ambos sexos;2020;448
Chipre;Ambos sexos;2019;363
Chipre;Ambos sexos;2018;337
Chipre;Ambos sexos;2017;306
Chipre;Ambos sexos;2016;265
Chipre;Ambos sexos;2015;239
Chipre;Ambos sexos;2014;217
Chipre;Ambos sexos;2013;227
Chipre;Ambos sexos;2012;233
Chipre;Ambos sexos;2011;215
Chipre;Ambos sexos;2010;199
Chipre;Ambos sexos;2009;193
Chipre;Ambos sexos;2008;176
Chipre;Ambos sexos;2007;146
Chipre;Ambos sexos;2006;132
Chipre;Ambos sexos;2005;108
Chipre;Ambos sexos;2004;85
Chipre;Ambos sexos;2003;110
Chipre;Ambos sexos;2002;109
Chipre;Ambos sexos;2001;103
Chipre;Ambos sexos;2000;89
Chipre;Ambos sexos;1999;88
Chipre;Ambos sexos;1998;131
Chipre;Hombres;2022;261
Chipre;Hombres;2021;243
Chipre;Hombres;2020;225
Chipre;Hombres;2019;177
Chipre;Hombres;2018;155
Chipre;Hombres;2017;145
Chipre;Hombres;2016;127
Chipre;Hombres;2015;114
Chipre;Hombres;2014;104
Chipre;Hombres;2013;111
Chipre;Hombres;2012;120
Chipre;Hombres;2011;111
Chipre;Hombres;2010;107
Chipre;Hombres;2009;101
Chipre;Hombres;2008;90
Chipre;Hombres;2007;75
Chipre;Hombres;2006;74
Chipre;Hombres;2005;63
Chipre;Hombres;2004;49
Chipre;Hombres;2003;59
Chipre;Hombres;2002;58
Chipre;Hombres;2001;56
Chipre;Hombres;2000;48
Chipre;Hombres;1999;51
Chipre;Hombres;1998;64
Chipre;Mujeres;2022;288
Chipre;Mujeres;2021;237
Chipre;Mujeres;2020;223
Chipre;Mujeres;2019;186
Chipre;Mujeres;2018;182
Chipre;Mujeres;2017;161
Chipre;Mujeres;2016;138
Chipre;Mujeres;2015;125
Chipre;Mujeres;2014;113
Chipre;Mujeres;2013;116
Chipre;Mujeres;2012;113
Chipre;Mujeres;2011;104
Chipre;Mujeres;2010;92
Chipre;Mujeres;2009;92
Chipre;Mujeres;2008;86
Chipre;Mujeres;2007;71
Chipre;Mujeres;2006;58
Chipre;Mujeres;2005;45
Chipre;Mujeres;2004;36
Chipre;Mujeres;2003;51
Chipre;Mujeres;2002;51
Chipre;Mujeres;2001;47
Chipre;Mujeres;2000;41
Chipre;Mujeres;1999;37
Chipre;Mujeres;1998;67
Croacia;Ambos sexos;2022;3.138
Croacia;Ambos sexos;2021;2.858
Croacia;Ambos sexos;2020;2.859
Croacia;Ambos sexos;2019;2.637
Croacia;Ambos sexos;2018;2.386
Croacia;Ambos sexos;2017;2.142
Croacia;Ambos sexos;2016;1.966
Croacia;Ambos sexos;2015;1.922
Croacia;Ambos sexos;2014;1.845
Croacia;Ambos sexos;2013;1.607
Croacia;Ambos sexos;2012;1.625
Croacia;Ambos sexos;2011;1.656
Croacia;Ambos sexos;2010;1.767
Croacia;Ambos sexos;2009;1.752
Croacia;Ambos sexos;2008;1.770
Croacia;Ambos sexos;2007;1.649
Croacia;Ambos sexos;2006;1.788
Croacia;Ambos sexos;2005;1.713
Croacia;Ambos sexos;2004;1.435
Croacia;Ambos sexos;2003;1.352
Croacia;Ambos sexos;2002;1.081
Croacia;Ambos sexos;2001;789
Croacia;Ambos sexos;2000;551
Croacia;Ambos sexos;1999;413
Croacia;Ambos sexos;1998;353
Croacia;Hombres;2022;1.501
Croacia;Hombres;2021;1.387
Croacia;Hombres;2020;1.385
Croacia;Hombres;2019;1.307
Croacia;Hombres;2018;1.203
Croacia;Hombres;2017;1.067
Croacia;Hombres;2016;999
Croacia;Hombres;2015;983
Croacia;Hombres;2014;948
Croacia;Hombres;2013;821
Croacia;Hombres;2012;832
Croacia;Hombres;2011;882
Croacia;Hombres;2010;922
Croacia;Hombres;2009;928
Croacia;Hombres;2008;953
Croacia;Hombres;2007;892
Croacia;Hombres;2006;955
Croacia;Hombres;2005;924
Croacia;Hombres;2004;780
Croacia;Hombres;2003;743
Croacia;Hombres;2002;582
Croacia;Hombres;2001;420
Croacia;Hombres;2000;291
Croacia;Hombres;1999;218
Croacia;Hombres;1998;188
Croacia;Mujeres;2022;1.637
Croacia;Mujeres;2021;1.471
Croacia;Mujeres;2020;1.474
Croacia;Mujeres;2019;1.330
Croacia;Mujeres;2018;1.183
Croacia;Mujeres;2017;1.075
Croacia;Mujeres;2016;967
Croacia;Mujeres;2015;939
Croacia;Mujeres;2014;897
Croacia;Mujeres;2013;786
Croacia;Mujeres;2012;793
Croacia;Mujeres;2011;774
Croacia;Mujeres;2010;845
Croacia;Mujeres;2009;824
Croacia;Mujeres;2008;817
Croacia;Mujeres;2007;757
Croacia;Mujeres;2006;833
Croacia;Mujeres;2005;789
Croacia;Mujeres;2004;655
Croacia;Mujeres;2003;609
Croacia;Mujeres;2002;499
Croacia;Mujeres;2001;369
Croacia;Mujeres;2000;260
Croacia;Mujeres;1999;195
Croacia;Mujeres;1998;164
Dinamarca;Ambos sexos;2022;9.136
Dinamarca;Ambos sexos;2021;8.951
Dinamarca;Ambos sexos;2020;9.354
Dinamarca;Ambos sexos;2019;9.399
Dinamarca;Ambos sexos;2018;9.058
Dinamarca;Ambos sexos;2017;9.186
Dinamarca;Ambos sexos;2016;9.775
Dinamarca;Ambos sexos;2015;10.378
Dinamarca;Ambos sexos;2014;10.736
Dinamarca;Ambos sexos;2013;12.834
Dinamarca;Ambos sexos;2012;13.365
Dinamarca;Ambos sexos;2011;13.196
Dinamarca;Ambos sexos;2010;13.150
Dinamarca;Ambos sexos;2009;12.925
Dinamarca;Ambos sexos;2008;12.208
Dinamarca;Ambos sexos;2007;10.906
Dinamarca;Ambos sexos;2006;9.977
Dinamarca;Ambos sexos;2005;8.855
Dinamarca;Ambos sexos;2004;7.734
Dinamarca;Ambos sexos;2003;8.446
Dinamarca;Ambos sexos;2002;7.570
Dinamarca;Ambos sexos;2001;6.760
Dinamarca;Ambos sexos;2000;6.174
Dinamarca;Ambos sexos;1999;5.565
Dinamarca;Ambos sexos;1998;5.050
Dinamarca;Hombres;2022;4.894
Dinamarca;Hombres;2021;4.788
Dinamarca;Hombres;2020;5.015
Dinamarca;Hombres;2019;5.020
Dinamarca;Hombres;2018;4.794
Dinamarca;Hombres;2017;4.846
Dinamarca;Hombres;2016;5.160
Dinamarca;Hombres;2015;5.383
Dinamarca;Hombres;2014;5.554
Dinamarca;Hombres;2013;6.598
Dinamarca;Hombres;2012;6.873
Dinamarca;Hombres;2011;6.787
Dinamarca;Hombres;2010;6.765
Dinamarca;Hombres;2009;6.628
Dinamarca;Hombres;2008;6.261
Dinamarca;Hombres;2007;5.541
Dinamarca;Hombres;2006;5.014
Dinamarca;Hombres;2005;4.433
Dinamarca;Hombres;2004;3.861
Dinamarca;Hombres;2003;4.161
Dinamarca;Hombres;2002;3.703
Dinamarca;Hombres;2001;3.271
Dinamarca;Hombres;2000;2.955
Dinamarca;Hombres;1999;2.635
Dinamarca;Hombres;1998;2.383
Dinamarca;Mujeres;2022;4.242
Dinamarca;Mujeres;2021;4.163
Dinamarca;Mujeres;2020;4.339
Dinamarca;Mujeres;2019;4.379
Dinamarca;Mujeres;2018;4.264
Dinamarca;Mujeres;2017;4.340
Dinamarca;Mujeres;2016;4.615
Dinamarca;Mujeres;2015;4.995
Dinamarca;Mujeres;2014;5.182
Dinamarca;Mujeres;2013;6.236
Dinamarca;Mujeres;2012;6.492
Dinamarca;Mujeres;2011;6.409
Dinamarca;Mujeres;2010;6.385
Dinamarca;Mujeres;2009;6.297
Dinamarca;Mujeres;2008;5.947
Dinamarca;Mujeres;2007;5.365
Dinamarca;Mujeres;2006;4.963
Dinamarca;Mujeres;2005;4.422
Dinamarca;Mujeres;2004;3.873
Dinamarca;Mujeres;2003;4.285
Dinamarca;Mujeres;2002;3.866
Dinamarca;Mujeres;2001;3.488
Dinamarca;Mujeres;2000;3.218
Dinamarca;Mujeres;1999;2.930
Dinamarca;Mujeres;1998;2.667
Eslovenia;Ambos sexos;2022;1.854
Eslovenia;Ambos sexos;2021;1.705
Eslovenia;Ambos sexos;2020;1.673
Eslovenia;Ambos sexos;2019;1.569
Eslovenia;Ambos sexos;2018;1.497
Eslovenia;Ambos sexos;2017;1.377
Eslovenia;Ambos sexos;2016;1.333
Eslovenia;Ambos sexos;2015;1.327
Eslovenia;Ambos sexos;2014;1.347
Eslovenia;Ambos sexos;2013;1.437
Eslovenia;Ambos sexos;2012;1.410
Eslovenia;Ambos sexos;2011;1.300
Eslovenia;Ambos sexos;2010;1.279
Eslovenia;Ambos sexos;2009;1.217
Eslovenia;Ambos sexos;2008;1.050
Eslovenia;Ambos sexos;2007;799
Eslovenia;Ambos sexos;2006;619
Eslovenia;Ambos sexos;2005;470
Eslovenia;Ambos sexos;2004;340
Eslovenia;Ambos sexos;2003;297
Eslovenia;Ambos sexos;2002;238
Eslovenia;Ambos sexos;2001;178
Eslovenia;Ambos sexos;2000;103
Eslovenia;Ambos sexos;1999;62
Eslovenia;Ambos sexos;1998;82
Eslovenia;Hombres;2022;837
Eslovenia;Hombres;2021;771
Eslovenia;Hombres;2020;742
Eslovenia;Hombres;2019;704
Eslovenia;Hombres;2018;674
Eslovenia;Hombres;2017;605
Eslovenia;Hombres;2016;607
Eslovenia;Hombres;2015;613
Eslovenia;Hombres;2014;640
Eslovenia;Hombres;2013;696
Eslovenia;Hombres;2012;708
Eslovenia;Hombres;2011;663
Eslovenia;Hombres;2010;668
Eslovenia;Hombres;2009;639
Eslovenia;Hombres;2008;549
Eslovenia;Hombres;2007;410
Eslovenia;Hombres;2006;302
Eslovenia;Hombres;2005;239
Eslovenia;Hombres;2004;168
Eslovenia;Hombres;2003;143
Eslovenia;Hombres;2002;118
Eslovenia;Hombres;2001;79
Eslovenia;Hombres;2000;40
Eslovenia;Hombres;1999;26
Eslovenia;Hombres;1998;35
Eslovenia;Mujeres;2022;1.017
Eslovenia;Mujeres;2021;934
Eslovenia;Mujeres;2020;931
Eslovenia;Mujeres;2019;865
Eslovenia;Mujeres;2018;823
Eslovenia;Mujeres;2017;772
Eslovenia;Mujeres;2016;726
Eslovenia;Mujeres;2015;714
Eslovenia;Mujeres;2014;707
Eslovenia;Mujeres;2013;741
Eslovenia;Mujeres;2012;702
Eslovenia;Mujeres;2011;637
Eslovenia;Mujeres;2010;611
Eslovenia;Mujeres;2009;578
Eslovenia;Mujeres;2008;501
Eslovenia;Mujeres;2007;389
Eslovenia;Mujeres;2006;317
Eslovenia;Mujeres;2005;231
Eslovenia;Mujeres;2004;172
Eslovenia;Mujeres;2003;154
Eslovenia;Mujeres;2002;120
Eslovenia;Mujeres;2001;99
Eslovenia;Mujeres;2000;63
Eslovenia;Mujeres;1999;36
Eslovenia;Mujeres;1998;46
Estonia;Ambos sexos;2022;2.841
Estonia;Ambos sexos;2021;2.731
Estonia;Ambos sexos;2020;2.803
Estonia;Ambos sexos;2019;2.699
Estonia;Ambos sexos;2018;2.487
Estonia;Ambos sexos;2017;2.339
Estonia;Ambos sexos;2016;2.238
Estonia;Ambos sexos;2015;2.134
Estonia;Ambos sexos;2014;2.028
Estonia;Ambos sexos;2013;1.998
Estonia;Ambos sexos;2012;1.822
Estonia;Ambos sexos;2011;1.662
Estonia;Ambos sexos;2010;1.493
Estonia;Ambos sexos;2009;1.354
Estonia;Ambos sexos;2008;1.169
Estonia;Ambos sexos;2007;984
Estonia;Ambos sexos;2006;784
Estonia;Ambos sexos;2005;636
Estonia;Ambos sexos;2004;461
Estonia;Ambos sexos;2003;386
Estonia;Ambos sexos;2002;223
Estonia;Ambos sexos;2001;104
Estonia;Ambos sexos;2000;61
Estonia;Ambos sexos;1999;39
Estonia;Ambos sexos;1998;84
Estonia;Hombres;2022;1.122
Estonia;Hombres;2021;1.083
Estonia;Hombres;2020;1.106
Estonia;Hombres;2019;1.054
Estonia;Hombres;2018;948
Estonia;Hombres;2017;886
Estonia;Hombres;2016;852
Estonia;Hombres;2015;799
Estonia;Hombres;2014;764
Estonia;Hombres;2013;773
Estonia;Hombres;2012;707
Estonia;Hombres;2011;669
Estonia;Hombres;2010;603
Estonia;Hombres;2009;564
Estonia;Hombres;2008;493
Estonia;Hombres;2007;418
Estonia;Hombres;2006;335
Estonia;Hombres;2005;268
Estonia;Hombres;2004;185
Estonia;Hombres;2003;167
Estonia;Hombres;2002;97
Estonia;Hombres;2001;35
Estonia;Hombres;2000;19
Estonia;Hombres;1999;9
Estonia;Hombres;1998;28
Estonia;Mujeres;2022;1.719
Estonia;Mujeres;2021;1.648
Estonia;Mujeres;2020;1.697
Estonia;Mujeres;2019;1.645
Estonia;Mujeres;2018;1.539
Estonia;Mujeres;2017;1.453
Estonia;Mujeres;2016;1.386
Estonia;Mujeres;2015;1.335
Estonia;Mujeres;2014;1.264
Estonia;Mujeres;2013;1.225
Estonia;Mujeres;2012;1.115
Estonia;Mujeres;2011;993
Estonia;Mujeres;2010;890
Estonia;Mujeres;2009;790
Estonia;Mujeres;2008;676
Estonia;Mujeres;2007;566
Estonia;Mujeres;2006;449
Estonia;Mujeres;2005;368
Estonia;Mujeres;2004;276
Estonia;Mujeres;2003;219
Estonia;Mujeres;2002;126
Estonia;Mujeres;2001;69
Estonia;Mujeres;2000;42
Estonia;Mujeres;1999;30
Estonia;Mujeres;1998;56
Finlandia;Ambos sexos;2022;11.383
Finlandia;Ambos sexos;2021;11.176
Finlandia;Ambos sexos;2020;11.614
Finlandia;Ambos sexos;2019;11.195
Finlandia;Ambos sexos;2018;10.091
Finlandia;Ambos sexos;2017;10.263
Finlandia;Ambos sexos;2016;11.108
Finlandia;Ambos sexos;2015;11.593
Finlandia;Ambos sexos;2014;11.649
Finlandia;Ambos sexos;2013;13.924
Finlandia;Ambos sexos;2012;13.716
Finlandia;Ambos sexos;2011;13.039
Finlandia;Ambos sexos;2010;12.457
Finlandia;Ambos sexos;2009;11.970
Finlandia;Ambos sexos;2008;11.041
Finlandia;Ambos sexos;2007;9.990
Finlandia;Ambos sexos;2006;9.313
Finlandia;Ambos sexos;2005;8.373
Finlandia;Ambos sexos;2004;7.462
Finlandia;Ambos sexos;2003;8.493
Finlandia;Ambos sexos;2002;7.274
Finlandia;Ambos sexos;2001;6.289
Finlandia;Ambos sexos;2000;5.421
Finlandia;Ambos sexos;1999;4.417
Finlandia;Ambos sexos;1998;3.524
Finlandia;Hombres;2022;5.038
Finlandia;Hombres;2021;4.936
Finlandia;Hombres;2020;5.171
Finlandia;Hombres;2019;4.989
Finlandia;Hombres;2018;4.463
Finlandia;Hombres;2017;4.574
Finlandia;Hombres;2016;5.006
Finlandia;Hombres;2015;5.239
Finlandia;Hombres;2014;5.256
Finlandia;Hombres;2013;6.354
Finlandia;Hombres;2012;6.256
Finlandia;Hombres;2011;5.952
Finlandia;Hombres;2010;5.663
Finlandia;Hombres;2009;5.447
Finlandia;Hombres;2008;5.031
Finlandia;Hombres;2007;4.573
Finlandia;Hombres;2006;4.274
Finlandia;Hombres;2005;3.840
Finlandia;Hombres;2004;3.408
Finlandia;Hombres;2003;3.896
Finlandia;Hombres;2002;3.351
Finlandia;Hombres;2001;2.871
Finlandia;Hombres;2000;2.423
Finlandia;Hombres;1999;1.930
Finlandia;Hombres;1998;1.503
Finlandia;Mujeres;2022;6.345
Finlandia;Mujeres;2021;6.240
Finlandia;Mujeres;2020;6.443
Finlandia;Mujeres;2019;6.206
Finlandia;Mujeres;2018;5.628
Finlandia;Mujeres;2017;5.689
Finlandia;Mujeres;2016;6.102
Finlandia;Mujeres;2015;6.354
Finlandia;Mujeres;2014;6.393
Finlandia;Mujeres;2013;7.570
Finlandia;Mujeres;2012;7.460
Finlandia;Mujeres;2011;7.087
Finlandia;Mujeres;2010;6.794
Finlandia;Mujeres;2009;6.523
Finlandia;Mujeres;2008;6.010
Finlandia;Mujeres;2007;5.417
Finlandia;Mujeres;2006;5.039
Finlandia;Mujeres;2005;4.533
Finlandia;Mujeres;2004;4.054
Finlandia;Mujeres;2003;4.597
Finlandia;Mujeres;2002;3.923
Finlandia;Mujeres;2001;3.418
Finlandia;Mujeres;2000;2.997
Finlandia;Mujeres;1999;2.486
Finlandia;Mujeres;1998;2.021
Francia;Ambos sexos;2022;115.320
Francia;Ambos sexos;2021;109.397
Francia;Ambos sexos;2020;108.275
Francia;Ambos sexos;2019;103.517
Francia;Ambos sexos;2018;99.013
Francia;Ambos sexos;2017;96.421
Francia;Ambos sexos;2016;97.587
Francia;Ambos sexos;2015;99.598
Francia;Ambos sexos;2014;103.552
Francia;Ambos sexos;2013;117.829
Francia;Ambos sexos;2012;121.637
Francia;Ambos sexos;2011;122.503
Francia;Ambos sexos;2010;123.870
Francia;Ambos sexos;2009;120.507
Francia;Ambos sexos;2008;112.610
Francia;Ambos sexos;2007;100.408
Francia;Ambos sexos;2006;90.021
Francia;Ambos sexos;2005;77.791
Francia;Ambos sexos;2004;66.858
Francia;Ambos sexos;2003;69.930
Francia;Ambos sexos;2002;59.811
Francia;Ambos sexos;2001;51.582
Francia;Ambos sexos;2000;46.375
Francia;Ambos sexos;1999;40.885
Francia;Ambos sexos;1998;35.867
Francia;Hombres;2022;57.382
Francia;Hombres;2021;54.310
Francia;Hombres;2020;53.810
Francia;Hombres;2019;51.482
Francia;Hombres;2018;49.280
Francia;Hombres;2017;48.010
Francia;Hombres;2016;48.755
Francia;Hombres;2015;49.832
Francia;Hombres;2014;51.857
Francia;Hombres;2013;59.160
Francia;Hombres;2012;61.006
Francia;Hombres;2011;61.497
Francia;Hombres;2010;62.281
Francia;Hombres;2009;60.625
Francia;Hombres;2008;56.663
Francia;Hombres;2007;50.249
Francia;Hombres;2006;44.748
Francia;Hombres;2005;38.238
Francia;Hombres;2004;32.434
Francia;Hombres;2003;33.592
Francia;Hombres;2002;28.327
Francia;Hombres;2001;24.066
Francia;Hombres;2000;21.309
Francia;Hombres;1999;18.418
Francia;Hombres;1998;15.858
Francia;Mujeres;2022;57.938
Francia;Mujeres;2021;55.087
Francia;Mujeres;2020;54.465
Francia;Mujeres;2019;52.035
Francia;Mujeres;2018;49.733
