Sex;Nationality;Five-year age group;Periodo;Total
Both sexes;Spanish ;From 70 to 74 years  ;2013;796
Both sexes;Spanish ;From 70 to 74 years  ;2012;772
Both sexes;Spanish ;From 70 to 74 years  ;2011;891
Both sexes;Spanish ;From 70 to 74 years  ;2010;790
Both sexes;Spanish ;From 70 to 74 years  ;2009;868
Both sexes;Spanish ;From 70 to 74 years  ;2008;1.012
Both sexes;Spanish ;From 75 to 79 years  ;2021;936
Both sexes;Spanish ;From 75 to 79 years  ;2020;522
Both sexes;Spanish ;From 75 to 79 years  ;2019;1.091
Both sexes;Spanish ;From 75 to 79 years  ;2018;1.030
Both sexes;Spanish ;From 75 to 79 years  ;2017;1.010
Both sexes;Spanish ;From 75 to 79 years  ;2016;826
Both sexes;Spanish ;From 75 to 79 years  ;2015;847
Both sexes;Spanish ;From 75 to 79 years  ;2014;696
Both sexes;Spanish ;From 75 to 79 years  ;2013;624
Both sexes;Spanish ;From 75 to 79 years  ;2012;655
Both sexes;Spanish ;From 75 to 79 years  ;2011;729
Both sexes;Spanish ;From 75 to 79 years  ;2010;675
Both sexes;Spanish ;From 75 to 79 years  ;2009;686
Both sexes;Spanish ;From 75 to 79 years  ;2008;722
Both sexes;Spanish ;From 80 to 84 years  ;2021;554
Both sexes;Spanish ;From 80 to 84 years  ;2020;325
Both sexes;Spanish ;From 80 to 84 years  ;2019;760
Both sexes;Spanish ;From 80 to 84 years  ;2018;919
Both sexes;Spanish ;From 80 to 84 years  ;2017;927
Both sexes;Spanish ;From 80 to 84 years  ;2016;721
Both sexes;Spanish ;From 80 to 84 years  ;2015;652
Both sexes;Spanish ;From 80 to 84 years  ;2014;552
Both sexes;Spanish ;From 80 to 84 years  ;2013;470
Both sexes;Spanish ;From 80 to 84 years  ;2012;393
Both sexes;Spanish ;From 80 to 84 years  ;2011;457
Both sexes;Spanish ;From 80 to 84 years  ;2010;328
Both sexes;Spanish ;From 80 to 84 years  ;2009;334
Both sexes;Spanish ;From 80 to 84 years  ;2008;358
Both sexes;Spanish ;From 85 to 89 years  ;2021;389
Both sexes;Spanish ;From 85 to 89 years  ;2020;264
Both sexes;Spanish ;From 85 to 89 years  ;2019;490
Both sexes;Spanish ;From 85 to 89 years  ;2018;533
Both sexes;Spanish ;From 85 to 89 years  ;2017;489
Both sexes;Spanish ;From 85 to 89 years  ;2016;375
Both sexes;Spanish ;From 85 to 89 years  ;2015;296
Both sexes;Spanish ;From 85 to 89 years  ;2014;318
Both sexes;Spanish ;From 85 to 89 years  ;2013;212
Both sexes;Spanish ;From 85 to 89 years  ;2012;172
Both sexes;Spanish ;From 85 to 89 years  ;2011;189
Both sexes;Spanish ;From 85 to 89 years  ;2010;128
Both sexes;Spanish ;From 85 to 89 years  ;2009;137
Both sexes;Spanish ;From 85 to 89 years  ;2008;139
Both sexes;Spanish ;90 years old and over;2021;520
Both sexes;Spanish ;90 years old and over;2020;342
Both sexes;Spanish ;90 years old and over;2019;332
Both sexes;Spanish ;90 years old and over;2018;317
Both sexes;Spanish ;90 years old and over;2017;198
Both sexes;Spanish ;90 years old and over;2016;196
Both sexes;Spanish ;90 years old and over;2015;199
Both sexes;Spanish ;90 years old and over;2014;258
Both sexes;Spanish ;90 years old and over;2013;109
Both sexes;Spanish ;90 years old and over;2012;117
Both sexes;Spanish ;90 years old and over;2011;48
Both sexes;Spanish ;90 years old and over;2010;60
Both sexes;Spanish ;90 years old and over;2009;33
Both sexes;Spanish ;90 years old and over;2008;40
Both sexes;País de la UE27_2020 sin España;Total;2021;110.171
Both sexes;País de la UE27_2020 sin España;Total;2020;83.613
Both sexes;País de la UE27_2020 sin España;Total;2019;""
Both sexes;País de la UE27_2020 sin España;Total;2018;""
Both sexes;País de la UE27_2020 sin España;Total;2017;""
Both sexes;País de la UE27_2020 sin España;Total;2016;""
Both sexes;País de la UE27_2020 sin España;Total;2015;""
Both sexes;País de la UE27_2020 sin España;Total;2014;""
Both sexes;País de la UE27_2020 sin España;Total;2013;""
Both sexes;País de la UE27_2020 sin España;Total;2012;""
Both sexes;País de la UE27_2020 sin España;Total;2011;""
Both sexes;País de la UE27_2020 sin España;Total;2010;""
Both sexes;País de la UE27_2020 sin España;Total;2009;""
Both sexes;País de la UE27_2020 sin España;Total;2008;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2021;4.937
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2020;3.906
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 0 to 4 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2021;4.252
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2020;3.159
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2019;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2018;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2017;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2016;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2015;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2014;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2013;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2012;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2011;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2010;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2009;""
Both sexes;País de la UE27_2020 sin España;From 5 to 9 years    ;2008;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2021;3.757
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2020;2.825
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2019;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2018;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2017;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2016;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2015;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2014;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2013;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2012;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2011;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2010;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2009;""
Both sexes;País de la UE27_2020 sin España;From 10 to 14 years  ;2008;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2021;5.414
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2020;4.009
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2019;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2018;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2017;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2016;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2015;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2014;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2013;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2012;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2011;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2010;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2009;""
Both sexes;País de la UE27_2020 sin España;From 15 to 19 years  ;2008;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2021;10.956
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2020;8.905
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2019;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2018;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2017;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2016;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2015;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2014;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2013;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2012;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2011;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2010;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2009;""
Both sexes;País de la UE27_2020 sin España;From 20 to 24 years;2008;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2021;14.072
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2020;11.650
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2019;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2018;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2017;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2016;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2015;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2014;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2013;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2012;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2011;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2010;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2009;""
Both sexes;País de la UE27_2020 sin España;From 25 to 29 years  ;2008;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2021;12.369
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2020;9.789
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 30 to 34 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2021;9.324
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2020;7.395
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 35 to 39 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2021;7.771
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2020;6.204
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2019;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2018;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2017;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2016;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2015;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2014;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2013;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2012;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2011;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2010;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2009;""
Both sexes;País de la UE27_2020 sin España;From 40 to 44 years  ;2008;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2021;6.647
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2020;5.376
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 45 to 49 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2021;6.303
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2020;4.712
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 50 to 54 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2021;5.968
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2020;4.309
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 55 to 59 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2021;6.051
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2020;4.161
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 60 to 64 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2021;5.241
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2020;3.461
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2019;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2018;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2017;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2016;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2015;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2014;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2013;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2012;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2011;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2010;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2009;""
Both sexes;País de la UE27_2020 sin España;From 65 to 69 years old;2008;""
Both sexes;País de la UE27_2020 sin España;From 70 to 74 years  ;2021;3.459
Both sexes;País de la UE27_2020 sin España;From 70 to 74 years  ;2020;1.882
Both sexes;País de la UE27_2020 sin España;From 70 to 74 years  ;2019;""
Both sexes;País de la UE27_2020 sin España;From 70 to 74 years  ;2018;""
Both sexes;País de la UE27_2020 sin España;From 70 to 74 years  ;2017;""
